Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
wkwk bang,0,1,0,0,0,0,0,0,0,0,0,0
orang bro b ego,1,1,1,0,0,0,0,0,1,1,0,0
kementerian lingkungan hidup kehutanan upayakan pemerataan ekonomi tora kawasan hutan perhutanan sosial tribun medan,0,0,0,0,0,0,0,0,0,0,0,0
mahfud md berpaling allah subhanahu wa taala pemberang bangsa ajak buang islam,1,1,0,1,1,0,0,0,0,0,0,1
orang orang kebanyakan minum amp makan kotoran otak somplak,1,1,1,0,0,0,0,0,1,1,0,0
terkuak strategi kampanye tim pemenangan anies sandi uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
warga badui selesai memperingati tradisi seba pendopo pemerintah kabupaten lebak dilanjutkan be emu gubernur banten wahidin halim sabtu 21 4 seba badui 2018,0,0,0,0,0,0,0,0,0,0,0,0
lembaga lembaga anti korupsi bubar sentuh kekuasaan giliran komisi pemberantasan korupsi ai demokrasi indonesia perjuangan ai politik penguasa pulang mengotot bubarkan komisi pemberantasan korupsi,1,0,0,1,0,0,0,0,1,0,1,0
mas menyudutkan salah agama t entu bahaya rocky cerdik menyusun kalimat amp inti kasih pnge ian fiksi ayolah mas i,0,0,0,0,0,0,0,0,0,0,0,0
pendukung calon presiden gagal pindah on sibuk urus bawa kabur uang rupiah 35 t sadar kabur bawa uang didukung pribumi mustahil pribumi diam disogok mental kacung uniform resource locator,1,1,0,1,0,1,0,0,0,0,1,0
rabun gue menulis berbicara x81,1,1,1,0,0,0,1,0,0,1,0,0
bismillah menahan sepo,0,1,0,0,0,0,0,0,0,0,0,0
brahahahaaa ahoker xa4 xa3 xa4 xa3 cebok x85,1,1,1,0,0,0,0,0,1,1,0,0
pembaruan status bikin tugas tugas selesai ya,0,1,0,0,0,0,0,0,0,0,0,0
muslim pejabat negara be indak bangsa negara,0,0,0,0,0,0,0,0,0,0,0,0
12 ikan sembuh sakitnya terselamatkan bagus laik jual dipisah diseleksi ikan permanen pemeliharaan kesehatan ikan ncc,0,0,0,0,0,0,0,0,0,0,0,0
a inya pribumi sadari lihat kecuali cina misionaris abaikan twit usir cina indonesia,1,0,0,1,0,1,0,0,0,0,0,1
presiden tuduh anti islam berbuat negeri berbuat umat uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
manusia,1,1,1,0,0,0,0,0,1,1,0,0
ya cina mengenalkan wisata haram indonesia haha,1,0,0,1,0,1,0,0,0,0,1,0
be anya prabowo ai keadilan sejahtera bib asyik dianggap prabowo ai keadilan sejahtera hidupmu dramatis,1,0,1,0,0,0,0,0,1,1,0,0
persahabatan salah lovren bukti beda suku agama ras halangan membina hubungan umat manusia perbedaan warna tersendiri menjalin pe emanan terima kasih lovren salah favorit best friend forever bro,0,0,0,0,0,0,0,0,0,0,0,0
lae turun menurun ideologi ai indonesia melekat jiwa,0,0,0,0,0,0,0,0,0,0,0,0
kesal merokok motor iyakan kadang pengap ditutup macet xa6,0,0,0,0,0,0,0,0,0,0,0,0
maaf bro enak rasan sebar hoaks maaf sebar hoaks maaf mesti sapu jera orang uniform resource locator,1,1,1,0,0,0,0,0,1,1,0,0
halo warga jaka a wakil kepala dinas penanaman modal pelayanan terpadu pintu provinsi daerah khusus kota jaka a denny wahyu haryanto mewakili wakil gubernur provinsi daerah khusus kota jaka a membuka acara 2018 junior chamber international jci indonesia nasional event setiamelayanijaka a,0,0,0,0,0,0,0,0,0,0,0,0
2 perkuat jaringan gubernur menekankan menguasai state of the a knowledge a bahasa merantau indonesia,0,0,0,0,0,0,0,0,0,0,0,0
pandangan tuan guru bajang agama politik,0,0,0,0,0,0,0,0,0,0,0,0
penyedia,1,1,0,1,0,0,0,0,1,0,1,0
susilo bambang yudhoyono presiden ri 6 khofifah emil masyarakat no 1 bagus,0,0,0,0,0,0,0,0,0,0,0,0
orang ganti presiden mikiiiir,1,1,1,0,0,0,0,0,1,1,0,0
cewek bandung crot mengunduh full uniform resource locator uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
complain raga ditanggapi fuck,1,1,0,1,0,0,0,0,1,0,1,0
grand theft auto maunya dijemput pakai mobil,1,1,1,0,0,0,0,1,0,1,0,0
lihat tante,0,1,0,0,0,0,0,0,0,0,0,0
kerjanya memusuhi dakwah islam bubarkan hati rakyat berhak lengserkan jokowi kodok tukang pencitraan,1,0,1,0,1,0,0,0,0,0,0,1
melengkapi orang buktinya,1,1,1,0,0,0,0,0,1,1,0,0
x9ctidak x9d salah khalifah rasyidin x9ckami memerangi orang x9d x9ckalau orang orang x9d x9ctidak orang,0,0,0,0,0,0,0,0,0,0,0,0
suka ujian nasional maklumkan,0,1,0,0,0,0,0,0,0,0,0,0
nek lihat match chelsea menang mudah manchester united embuh chelsea ki diprediksi,1,1,0,1,0,0,0,0,1,0,1,0
ya kali tentara nasional indonesia suruh uruskan plastik x91,0,0,0,0,0,0,0,0,0,0,0,0
khawatirkan manuver politik kebijakan semoga negara kesatuan republik indonesia tercinta amin,0,0,0,0,0,0,0,0,0,0,0,0
permadi arya melaporkan rocky gerung polisi serius kitab suci fiksi rocky pernyataan salah terhina tunggu penganut agama a menganggap kitab suci,0,0,0,0,0,0,0,0,0,0,0,0
tengik,0,1,0,0,0,0,0,0,0,0,0,0
pakai buruh cina rakyat pengangguran dasar kodok,1,1,1,0,0,1,0,0,0,1,0,0
,1,1,0,1,0,0,0,0,1,0,1,0
rupiah haneul cute pacarnya on retweet,0,1,0,0,0,0,0,0,0,0,0,0
bilangnya anti taunya wkwk,0,0,0,0,0,0,0,0,0,0,0,0
suriah sekolah radikal rakit bom pulang indonesia ya amankan,0,0,0,0,0,0,0,0,0,0,0,0
kadang hidup kadang orang bereskan tainya tangan xa6,0,1,0,0,0,0,0,0,0,0,0,0
ih selotipan,1,1,1,0,0,0,0,1,0,1,0,0
haha kalah orang jahat kalah,1,0,1,0,0,0,0,0,1,1,0,0
gubernur zaman now gus ipul puti 2 ganjar yasin 1 djarot syiar 2 hasan anton 2 koster ace 1 nurdin sudirman 3 karolin gidot 2 keanekaragaman budaya suku agama sesungguhnya kekayaan djarot hadapan pese a rakercabsu,0,0,0,0,0,0,0,0,0,0,0,0
cinta orde meng idola prabowo amp hary tanoe,1,0,1,0,0,0,0,0,1,1,0,0
menantang buka dadalah eh menyebut setanlah habis kamus melawan kenegarawanan joko widodo presiden ri 7 stresssssss hati hati kena strok serangan jantung rakyat indonesia kehilangan badut badut politik merdeka,1,1,0,1,0,0,1,0,0,0,1,0
belah duren ya ya x86 maaf ya,1,1,1,0,0,0,0,0,1,1,0,0
2 orang orang yahudi nasrani al kitab taurat injil mengenal muhammad,0,0,0,0,0,0,0,0,0,0,0,0
bubarkan hati amp front pembela islam uniform resource locator,1,0,0,1,1,0,0,0,0,0,0,1
ahok verbalnya keras pelampiasan pelarian kelelakiannya lunak,1,0,1,0,0,0,0,1,0,1,0,0
bagikan teman teman kantor pelanggan bercadar langsung bilang awas bom menghela nafas xaf,0,0,0,0,0,0,0,0,0,0,0,0
menusuk ditusuk x91 x89open bo wa 08157686707 berondong massage boy gayjaka a yogyaka a tangger xa6,0,1,0,0,0,0,0,0,0,0,0,0
diancam dibunuh presiden republik indonesia mas mesti lapor penegak hukum be indak ancaman pembunuhan kepala negaranya,0,0,0,0,0,0,0,0,0,0,0,0
orang nyosor,0,1,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0,0,0
jebur cebur,0,1,0,0,0,0,0,0,0,0,0,0
ai keadilan sejahtera ulang balai kota rr berbicara mencalonkan presiden balai kota ganti namanya balai politik,0,0,0,0,0,0,0,0,0,0,0,0
melanjutkan rencana menyeret pengadilan ham pbb uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
kebijakan pengembalian barang konsumen barang rusak produksi konsumen puas produk terhitung 7 tanggal pembelian haus mini kuiz hazid ikutan,0,0,0,0,0,0,0,0,0,0,0,0
kisah hidup muhammad lengkap diunduh,0,0,0,0,0,0,0,0,0,0,0,0
penjajahan bumi indonesia hapus penjajahan ekonomi budaya hasil bumi cina basmi negara kesatuan republik indonesia usir,1,0,0,1,0,1,0,0,0,0,0,1
we pipis tercecer mari bau pesing,0,1,0,0,0,0,0,0,0,0,0,0
kejadian teriak lantang pm h pro pas ditawari bantuan bikin posko intinya mengompori keluarga korban pm h bilang 15 3,0,0,0,0,0,0,0,0,0,0,0,0
mari berjuang jokowi dilantik 2019 gentar takut mata benang leher ujung tombak perut surut langkah suara,0,0,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0,0,0
survei metro televisi jokowi menang presiden menghitungnya ya 45 mengalahkan 46 salah judul maksudnya jokowi menangis sumber zie bajrie,1,0,1,0,0,0,0,0,1,1,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
cuba tegak anime karakai jozu no takagi san nak feeling feeling cinta zaman sekolah throwback habis 9 10 uniform resource locator,0,0,0,0,0,0,0,0,0,0,0,0
serunya pesta budaya derau kutai kakak anegara,0,0,0,0,0,0,0,0,0,0,0,0
kontaknya retweet ya kenalan tante jilboobs nini namanya tante dea o xa6,0,1,0,0,0,0,0,0,0,0,0,0
debat publik ajang pembuktian pintar ruang akademik pamer indah orang kekuatan kelemahan egosentris namanya kekuatan menahan l,0,0,0,0,0,0,0,0,0,0,0,0
duduki istana negara lengserkan jokowi salam,1,0,1,0,0,0,0,0,1,0,0,1
hebatnya sibuk pencitraan baca,1,0,1,0,0,0,0,0,1,1,0,0
muslim menghinakan betina menista syariat,1,1,1,0,1,0,0,0,0,1,0,0
baby buddha teroris myanmar,1,1,0,1,1,1,0,0,0,0,1,0
indonesia merdeka indonesia dijajah orang cina takbir allahu akbar uniform resource locator,1,0,0,1,0,1,0,0,0,0,1,0
pengamat politik hanta yudha pasangan calon no 2 jawa jawa gayeng 2019 jokowi,0,0,0,0,0,0,0,0,0,0,0,0
jongos penista agama ahok sok sok ngong sara majikan penebar sara astagfirullah tobat,1,1,1,0,0,0,0,0,1,1,0,0
follow beli katolik akun prof menambah wawasan berbangsa terima kasih,0,0,0,0,0,0,0,0,0,0,0,0
cabul pengecut,1,1,1,0,0,0,0,1,0,1,0,0
wibisono pencitraan jokowi disebarkan up media massa pro terkesan jokowi berhasil,1,0,1,0,0,0,0,0,1,1,0,0
adian gaya beruk supir tembak metromini masuk dewan perwakilan rakyat,1,1,1,0,0,0,0,0,1,1,0,0
km mainstream mengaa ikan pintar pintar relatif tergantung dibawa kemana penge iannya surat pemberitahuan tahunan pintar meng undeeestimate orang gue pintar komen now pintar mangkrakan janji janji doang sok making,1,0,1,0,0,0,0,0,1,1,0,0
gue,0,1,0,0,0,0,0,0,0,0,0,0
ih masak samakan xa3 xa3 xa3,0,0,0,0,0,0,0,0,0,0,0,0
gue terpukau 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0
aspirasi lina sumedang calon gubernur jabar berantas perebut laki orang meresahkan kehidupan warga desa,0,0,0,0,0,0,0,0,0,0,0,0
yaelah chat uruskan mesum anggota dewan perwakilan rakyat diam nyata selingkuh tujuh pura pura intelligence quotient ratus otaknya,1,1,0,1,0,0,1,1,0,0,1,0
takut cina i dap bimbang pemahaman dibawa,0,0,0,0,0,0,0,0,0,0,0,0
cermin pecah berkaca,0,0,0,0,0,0,0,0,0,0,0,0
langsung tag ainya berani ya bera i,1,1,1,0,0,0,0,1,0,1,0,0
awwww comel warna,0,0,0,0,0,0,0,0,0,0,0,0
islam menjadikan manusia idealis realistis kehidupan lupa diajak keras diajak beristirahat,0,0,0,0,0,0,0,0,0,0,0,0
kristus pejuh siwuk kutang siwuk pejuh siwuk kutang siwuk pejuh siwuk kutang siwuk pejuh siwuk kutang siwuk pejuh siwuk k,1,1,0,1,1,0,1,1,0,0,1,0
agama katolik menyebut katolik nusantara agama kristen protestan menyebut kristen protestan nusantara agama hindu menyebut hindu nusantara agama buddha menyebut buddha nusantara,0,0,0,0,0,0,0,0,0,0,0,0
3 berbasis teknologi digital presiden sistem jalan langsung ramah pengguna ratas,0,0,0,0,0,0,0,0,0,0,0,0
ah perasaanmu menghibur bahagia presiden tol germo,1,1,1,0,0,0,0,0,1,1,0,0
resah presiden hidup penuh drama pencitraan main film televisi joko judulnya uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
agama kristen golongan darah b nasal san fernando valley,0,0,0,0,0,0,0,0,0,0,0,0
buddha bunuh muslim myanmar,1,0,0,1,1,0,0,0,0,0,1,0
yahudi jerman ibadah,1,1,0,1,1,1,0,0,0,0,1,0
papa ketua fraksi rakyat setya novanto dewan perwakilan rakyat pecat ketua dewan perwakilan rakyat pecat dewan perwakilan rakyat,1,0,1,0,0,0,0,0,1,1,0,0
cina,0,0,0,0,0,0,0,0,0,0,0,0
hoaks kodok biawak meroket sekop karbitan 2019 ganti presiden 2019 presiden 2019 tenggelamkan jokowi sungai siak,1,1,0,1,0,1,0,0,0,0,1,0
ribut bla bla emoh baca baca niat agitasi menyerang pemerintah pakai cari simpatisan,1,0,1,0,0,0,0,0,1,1,0,0
10 presiden jokowi berharap skema kerja pembangunan pembangunan,0,0,0,0,0,0,0,0,0,0,0,0
pemilihan langsung memilih presiden dewan perwakilan rakyat calon presiden kucing karung bikin mekanisme oke calon presiden ditentukan gubernur berprestasi maju calon presiden gubernur,0,0,0,0,0,0,0,0,0,0,0,0
vital inter bek kanan pembeda ya era maicon ambrosio kedatangan cancelo bagusnya nhmmmm bera i kesimpulannya ausilio x81,1,1,1,0,0,0,0,0,1,1,0,0
namanya agama,1,1,1,0,1,0,0,0,0,1,0,0
43 contoh tudingan dugaan korupsi susilo bambang yudhoyono dorong kejaksaan usut himbau komisi pemberantasan korupsi usut dugaan korupsi jokowi,1,0,1,0,0,0,0,0,1,1,0,0
mencium bau bau uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
berhenti konsumen wisata haji rumah menipu produsen wisata jiarah indonesia,1,0,0,1,1,0,0,0,0,0,1,0
pemburu nazi simon wiesenthal memegang foto foto menggambarkan mantan kepala gestapo laki laki rauf van kamar gas bergerak mengeksekusi orang orang yahudi,0,0,0,0,0,0,0,0,0,0,0,0
caci maki penista agama ketahuan poligami mengumpet dibegitukan ogah,1,0,1,0,0,0,0,0,1,1,0,0
bubarkan negara kesatuan republik indonesia harga mati,1,0,0,1,0,0,0,0,1,0,0,1
royson jokowi kacung gue alasan fundamentalnya sepe i sengaja masuk debt trap cina no h sumatra offshore wajib 2019 ganti presiden,1,1,1,0,0,1,0,0,0,1,0,0
wkwk pepet ujian ah,0,1,0,0,0,0,0,0,0,0,0,0
gubernur jaman now ya anti hoaks menyebar isu ganjar yasin menang ganjar yasin 1 ganjar yasin,0,0,0,0,0,0,0,0,0,0,0,0
azan televisi memanggil memanggil allah subhanahu wa taala biadab dihentikan acara catut nama tuhan dilanjutkan,1,1,0,1,1,0,0,0,0,0,0,1
kelakuan,1,1,0,1,0,0,0,0,1,0,1,0
baju yahudi be opi 4 bas geng jubah putih kopiah minyak atar berjanggut dahi belekok bak ahli syurga out of place mohon dirajam,0,0,0,0,0,0,0,0,0,0,0,0
gue ge marah auto daftar hitam kehidupan gue gunanya didaur ulang,0,0,0,0,0,0,0,0,0,0,0,0
bekas,0,1,0,0,0,0,0,0,0,0,0,0
kepanasan ngawur x95 x95,1,1,1,0,0,0,0,0,1,1,0,0
amin semoga be iga menampilkan terbaik menyumbangan medali sumatra selatan,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
gubernur zaman now gus ipul puti 2 ganjar yasin 1 djarot syiar 2 hasan anton 2 koster ace 1 nurdin sudirman 3 karolin gidot 2 keanekaragaman budaya suku agama sesungguhnya kekayaan djarot hadapan pese a rakercabsu,0,0,0,0,0,0,0,0,0,0,0,0
membingkai menjadikannya pelajaran hidup,0,0,0,0,0,0,0,0,0,0,0,0
pemula menangis lihatnya ya ampun kakak r gue,0,1,0,0,0,0,0,0,0,0,0,0
ai indonesia alias ai korupsi indonesia diganyang,1,0,0,1,0,0,0,0,1,0,1,0
perempuan mending mati deh jelek sok make up a ist,1,1,1,0,0,0,1,0,0,1,0,0
dijual gue,0,1,0,0,0,0,0,0,0,0,0,0
bijak petugas jajaran kereta listrik doang penumpang pengikut doang xb9 xef xb8 x8f menyuruh orang menge i menge i kebutuhan orang,0,1,0,0,0,0,0,0,0,0,0,0
sepe inya sambung pakai accessoris,0,1,0,0,0,0,0,0,0,0,0,0
mata gue pas aneh,0,0,0,0,0,0,0,0,0,0,0,0
gigih natural killer uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
mewaspadai cina indonesia,1,0,0,1,0,1,0,0,0,0,1,0
heeee,1,1,1,0,0,0,0,1,0,1,0,0
ganteng dikasihani mencintainya asyik asyik hebat,0,1,0,0,0,0,0,0,0,0,0,0
deklarasi pilihan kepala daerah 2018 aman anti hoaks toga jemirahan jabon,0,0,0,0,0,0,0,0,0,0,0,0
setia usaha agung pas datuk takiyuddin hasan sahkan cuba pinda perlembagaan i sepe i presiden i,0,0,0,0,0,0,0,0,0,0,0,0
memangnya,0,1,0,0,0,0,0,0,0,0,0,0
sastra e karl mark pentolan rusia,0,0,0,0,0,0,0,0,0,0,0,0
otak kayaknya bool deh mes harinya makan,0,1,0,0,0,0,0,0,0,0,0,0
ganti kacung,1,1,0,1,0,0,0,0,1,0,1,0
cina hak melarang,1,0,0,1,0,1,0,0,0,0,1,0
hebat bicara cinta pegang alquran pegangan hidup alquran bicara cinta perang bunuh penggal,1,0,0,1,1,0,0,0,0,0,1,0
jomlo,0,1,0,0,0,0,0,0,0,0,0,0
perjaka jual sok sok an booking tante,1,1,1,0,0,0,1,1,0,1,0,0
rev 1 pilih ulama,1,1,1,0,1,0,0,0,0,1,0,0
menjaga kebersihan lingkungan orang orang melek kewajibannya buang berbicara petugas kebersihannya,0,0,0,0,0,0,0,0,0,0,0,0
sejuk kantor kulit,0,0,0,0,0,0,0,0,0,0,0,0
ooo biasalah kena seimbang nakal kucing abang dark side bright side chill sosial kalai pelengkap haha k bang selamat maju jaya terjawab terima kasih,0,0,0,0,0,0,0,0,0,0,0,0
permasalahan solusi 2019 ganti presiden berdampak signifikan sekurang mengobati mencegah penyakit be ambah parah,1,0,1,0,0,0,0,0,1,1,0,0
gampang kak buka handphone buka browser ketik budaya palembang silakan menikmati pembelajaran gratis,0,0,0,0,0,0,0,0,0,0,0,0
segerombol mengakui membela umat mata kepentingan politik praktis tuan guru bajang demokratis mementingkan umat berpikiran modern salut untukmu tuan guru bajang,0,0,0,0,0,0,0,0,0,0,0,0
mending kampung jess,1,1,1,0,0,0,0,0,1,1,0,0
goyangan jilboobs mantap hyper squi x8d x8d x8d menonton live besok xa6,0,1,0,0,0,0,0,0,0,0,0,0
islam indonesia islam nusantara islam modifikasi rupa masuk budaya indonesia beragam islam nusantara islam toleran,0,0,0,0,0,0,0,0,0,0,0,0
presiden aspek indonesia mbak anti investasi berubah invasi kewajiban warga negara melawannya,0,0,0,0,0,0,0,0,0,0,0,0
09 15 indonesia barat kepala unit binaan masyarakat inspektur polisi mt hutasoit melaksanakan sambang pesan pesan keamanan kete iban masyarakat pilihan gubernur pilihan kepala daerah 2018 karyawan bank rakyat indonesia ranting muara damenra kawan kawan desa hutanagodang kecamatan muara kabupaten tap utara,0,0,0,0,0,0,0,0,0,0,0,0
kalimantan tujuan batu bara keruk listriknya megap megap,0,0,0,0,0,0,0,0,0,0,0,0
fardu kifayah berhukum wajib ajaran islam pemilihan presiden utusan kalangan santri disokong ulama maju memimpin negeri,0,0,0,0,0,0,0,0,0,0,0,0
truk,1,1,1,0,0,0,0,0,1,1,0,0
nahdliyin setop penghinaan maruf amin,0,0,0,0,0,0,0,0,0,0,0,0
bersinggungan laut,1,1,0,1,0,0,0,0,1,0,1,0
risa pulang pelatihan iris hazel miliknya menangkap siluet gadis gadis risa temui gadis radio tempatnya tinggal r,0,0,0,0,0,0,0,0,0,0,0,0
haha orang berbicara cak micin otak encer cong mengomong ngawur muslim muslim,1,1,1,0,1,0,0,0,0,1,0,0
coba mengaca introspeksi keluarga pakai hijab otak dipakai prope orang,1,0,1,0,0,0,0,0,1,1,0,0
muhammadiyah inggris jalin kerja pengendalian ekstremisme,0,0,0,0,0,0,0,0,0,0,0,0
neraka terkena bom surga orang muka bumi goku,0,0,0,0,0,0,0,0,0,0,0,0
bot be anya ih liebe ih a inya bot kasih ipad barusan mencemplung kuda xa2 xcc xaf xcd xa1 xa2 xcc xaf xcd xa1,0,1,0,0,0,0,0,0,0,0,0,0
copot darmin nasution menteri perekonomian perekonomian turunkan daya beli menjabat,1,1,1,0,0,0,0,0,1,1,0,0
te awa gue te awa astagfirullah humor uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
matamu cuk norak lihat prestasi jokowi nguoblokkk,1,1,1,0,0,0,1,0,0,1,0,0
berhasil penjarakan ahok alumni 212 pendukung rizieq lengserkan jokowi lebaran,1,0,1,0,0,0,0,0,1,0,0,1
coba dedengkot jin terang ulama saudi rilis publik akidah jin contoh jin anggap pemeluk kristen hindu buddha peluang masuk surga fatwa saudi jin adal,0,0,0,0,0,0,0,0,0,0,0,0
sepe i hujan lebat langit gelap gelita guruh a kilat menyumbat jarinya telinga mendengar suara petir ranah takut mati masakan terlepas allah me,0,0,0,0,0,0,0,0,0,0,0,0
cerdas konseptual,0,0,0,0,0,0,0,0,0,0,0,0
namaku yoon x94gi ucapan terputus seiring menyergap mata mengantuk gigit bibirnya ragu menggapai gelas meminum wine ditinggal,0,0,0,0,0,0,0,0,0,0,0,0
bismillah melayu raya tanah melayu nama dengar kaji jajahan tanah melayu thread kupaskan serba jawi,0,0,0,0,0,0,0,0,0,0,0,0
nak kawin kena simpan duit ilmu agama kena benda kena senang cerita,0,0,0,0,0,0,0,0,0,0,0,0
aduh lucu adik kelas gue pas laporan bang field trip taman safari heran menyebut 1 nama temannya arisan keluarganya bawa 1 sekolahan arisan,0,1,0,0,0,0,0,0,0,0,0,0
mainnya,0,1,0,0,0,0,0,0,0,0,0,0
kehebatan kearifan suku badui hutan terjaga budaya nafas kehidupan hidup menjaga keseimbangan alam,0,0,0,0,0,0,0,0,0,0,0,0
ya iyalah giliran ramai membela pas idol mati sedih doang diserbu gilaan ya maaf,0,1,0,0,0,0,0,0,0,0,0,0
bersabar berdoa usaha ikhtiar mudah mudahan bentar 2019 ganti presiden pakai sontekan pakai plonga plongo,1,0,1,0,0,0,0,0,1,1,0,0
umat islam maksud front pembela islam hati muslim penista islam muslim berbuat onar pengecut lari mesum islam islam giliran mesum islam berbuat onar islam,1,1,0,1,1,0,0,1,0,0,1,0
warga semarang prihatin kontroversi puisi gus mus,0,0,0,0,0,0,0,0,0,0,0,0
bang acon susah xa,1,1,1,0,0,0,0,0,1,1,0,0
cari musuh dasar peranakan,1,1,1,0,0,0,0,0,1,1,0,0
setuju dewan perwakilan rakyat menteri pejabat negara wajib dipotong 50 presiden pegawai negeri sipil dipotong pegawai swasta dipotong,0,0,0,0,0,0,0,0,0,0,0,0
akun berhasil membodohi kaum 212 bikin kaum kaumnya dikata jokowi anti islam wkwk,1,0,1,0,1,0,0,0,0,1,0,0
juara menipu junjungan 212,1,1,0,1,0,0,0,0,1,0,1,0
keturunan cina,0,0,0,0,0,0,0,0,0,0,0,0
amin rais bikin kacau menyuruh reformasi pilihan kepala daerah salah hasilnya,1,0,1,0,0,0,0,0,1,1,0,0
fahri hamzah presiden komisi pemberantasan korupsi bubarkan uniform resource locator,1,0,0,1,0,0,0,0,1,0,0,1
takut uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
perlindungan masyarakat wilayah tawangsari bulu amp lihat terima pembekalan pam pilihan kepala daerah serentak,0,0,0,0,0,0,0,0,0,0,0,0
bolot,0,1,0,0,0,0,0,0,0,0,0,0
native speaker ya mother language english komen dijaga,1,1,1,0,0,0,0,0,1,1,0,0
pernyataan,0,1,0,0,0,0,0,0,0,0,0,0
salah tulis salah bu maksud muda x81 x81 x81,1,1,1,0,0,0,0,0,1,1,0,0
nama pengguna absurd first impression bikin enak imajinasinya ganteng mengetik pas dicoba direct message enak berharap direct message,0,0,0,0,0,0,0,0,0,0,0,0
admin presiden pm,0,0,0,0,0,0,0,0,0,0,0,0
stw singaraja suka uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
haram pemimpin,1,1,0,1,1,0,0,0,0,0,1,0
shio baekhyun,0,0,0,0,0,0,0,0,0,0,0,0
ceruk pasar pasar pasar butuh contoh asuransi pensiunan tentara us orang pensiunan tentara sekalinya pensiunan tentara asuransi alat kebutuhan orang orang ta,0,0,0,0,0,0,0,0,0,0,0,0
kiai staquf menyebut suku ras mudah dipahami nalar bahlul arab sembah sodori arab saud pro israel eh pura pura,1,1,1,0,0,0,0,0,1,1,0,0
dosa ya anis sandi bully rendahkan terusan orang jahat licik bully rendahkan dunia kawan xa7,0,0,0,0,0,0,0,0,0,0,0,0
om om belajar agama buddha hindu coba belajar ya buka mulut,0,0,0,0,0,0,0,0,0,0,0,0
pengalaman kerja time cina best kerja melayu haha,0,0,0,0,0,0,0,0,0,0,0,0
kuat ku cepatkan x8c berasa dikejar kejar ya napas sungkan wkwk,0,0,0,0,0,0,0,0,0,0,0,0
